ID                  RA_OBJ         DEC_OBJ        Teff           logg       
                    (deg)          (deg)          (k)            (cm/s2) 
TIC 252963282       151.461721     35.137175      3169.0         5.00485992     
TIC 202469088       229.637894     65.420917      8446.0         4.0634799      
TIC 219104977       270.835927     71.390952      5292.0         4.57868004     
TIC 417846366       147.664916     60.197163      4715.0         None           
TIC 441808062       266.22034      73.162931      4104.0         None           
TIC 115827290       157.058715     42.533255      4523.29003906  4.6135602      
TIC 230001220       290.602252     60.11545       7029.0         None           
TIC 155179024       173.247525     71.065133      6261.0         4.43866014     
TIC 349824640       143.879597     26.353975      4463.0         None           
TIC 198180316       244.861739     65.614217      4389.0         None           
TIC 298159489       203.755601     75.489443      4288.0         None           
TIC 3664898         127.455637     26.776007      2814.0         5.24893999     
TIC 147820500       140.707711     66.637397      5692.0         4.28409004     
TIC 88024537        147.458731     21.179421      7418.0         None           
TIC 415760111       162.103562     43.315468      3889.0         None           
TIC 302604242       136.481341     32.899838      6261.77001953  4.29615021     
TIC 86384857        146.152287     64.984109      6707.04980469  3.37036991     
TIC 236776750       282.751267     58.434256      6281.0         4.3622098      
TIC 329345309       269.865554     51.843011      3118.0         None           
TIC 99784708        141.395181     43.821605      None           None           
TIC 308052017       150.32637      28.78441       4464.0         None           
TIC 117415796       132.867072     28.918512      6209.35009766  3.83744001     
TIC 366488066       299.704139     71.346204      6906.0         4.29171991     
TIC 99901186        167.700865     61.184085      5281.0         4.57933998     
TIC 900352391       163.627955     47.493082      4901.0         4.3254199      
TIC 233163632       186.677786     58.226648      3361.0         4.8611598      
TIC 219795383       265.273782     63.644825      4176.0         None           
TIC 198386262       257.835236     56.592525      31000.0        5.59961987     
TIC 361976231       132.846592     45.933207      3913.0         None           
TIC 257002430       223.21485      77.990619      5106.0         4.59627008     
TIC 229715654       278.833879     69.929204      4589.0         4.4636302      
TIC 126322311       135.247206     29.234528      7827.39013672  4.07259989     
TIC 103699404       155.156794     71.860071      6134.0         4.46237993     
TIC 138505754       157.47682      65.626232      4596.0         None           
TIC 86375601        144.393911     64.408597      5938.12011719  4.40310001     
TIC 457135762       140.835427     50.626378      4511.0         None           
TIC 359496198       279.228927     55.132812      8119.0         4.9238801      
TIC 230087756       247.064854     69.746953      5148.0         None           
TIC 302307779       167.546614     54.800079      4957.0         None           
TIC 229742120       279.978221     70.951555      5287.0         4.57665014     
TIC 272748431       236.256994     66.776962      7846.0         3.72028995     
TIC 148969312       191.893103     66.790305      3970.0         None           
TIC 103691996       154.787606     66.492747      3347.0         4.9258399      
TIC 24053079        164.060493     42.008155      4500.95996094  None           
TIC 263600788       158.772891     75.712904      5030.0         None           
TIC 86278281        141.257143     63.550609      7228.0         4.06716013     
TIC 367857305       276.838282     77.134574      8285.0         4.16075993     
TIC 229538190       221.792375     76.04226       7815.0         4.22579002     
TIC 137967482       153.655215     55.426986      4338.58984375  None           
TIC 142931908       177.784649     70.485193      5482.0         4.55841017     
TIC 67950277        142.735737     44.683914      3093.0         None           
TIC 841291413       154.55418      71.928603      None           None           
TIC 219811092       266.941243     61.449654      4686.0         None           
TIC 232520672       192.547349     77.490138      4854.0         None           
TIC 371790567       174.099003     74.822143      6480.0         4.21307993     
TIC 139380669       139.150269     32.177012      6331.08007813  4.36741018     
TIC 230115078       249.044754     71.445031      4403.0         None           
TIC 229675701       253.093113     74.645794      4655.0         None           
TIC 251099435       140.595444     48.410076      6530.37011719  3.96136999     
TIC 156491887       217.793502     76.565296      7148.0         4.08618021     
TIC 150171950       137.107517     53.300654      7675.0         4.26220989     
TIC 318291978       164.451008     48.800583      5994.60986328  3.60281992     
TIC 318252412       163.556391     51.69227       5880.06982422  4.38781023     
TIC 288609401       277.409171     78.566669      4091.0         None           
TIC 368185632       160.17566      79.975827      4432.0         4.60500002     
TIC 349793842       143.500079     24.209577      5831.68017578  4.50336981     
TIC 150230275       155.271538     45.685959      4175.0         None           
TIC 236714379       239.201612     65.889008      5451.0         4.33923006     
TIC 420899566       273.459702     52.520151      7679.0         4.27721977     
TIC 256324377       297.800234     62.286619      3652.0         4.66496992     
TIC 160410789       234.024354     74.202318      6595.0         4.03409004     
TIC 237206809       293.914939     73.126641      6892.0         None           
TIC 232967521       197.793122     71.272398      4924.0         4.34213018     
TIC 445829119       172.18777      49.559018      None           None           
TIC 139415371       153.854377     32.32393       4120.62011719  None           
TIC 367855829       276.867998     73.2645        5697.0         4.21712017     
TIC 1551578464      279.04572      64.100406      5927.0         4.67167997     
TIC 99816897        163.879064     63.445779      5358.0         4.50279999     
TIC 105488745       144.494833     47.23803       4674.99023438  None           
